Bandit,Reward,Algorithm
1,4.030896718206306,EpsilonGreedyBandit
3,4.282808241871141,EpsilonGreedyBandit
2,3.395062935986755,EpsilonGreedyBandit
3,4.696494976899059,EpsilonGreedyBandit
2,3.504497958002019,EpsilonGreedyBandit
3,3.8292656814803006,EpsilonGreedyBandit
0,0.5169469525781876,EpsilonGreedyBandit
2,3.078024690650101,EpsilonGreedyBandit
0,1.5310118486058797,EpsilonGreedyBandit
2,2.6992215623343183,EpsilonGreedyBandit
3,5.419732264736988,EpsilonGreedyBandit
3,3.0645134590640177,EpsilonGreedyBandit
1,1.5450120726475025,EpsilonGreedyBandit
2,2.0409654476207035,EpsilonGreedyBandit
1,1.8903583354621083,EpsilonGreedyBandit
2,2.614452889671815,EpsilonGreedyBandit
2,3.2644185266385795,EpsilonGreedyBandit
2,2.292731617179286,EpsilonGreedyBandit
1,1.1537719049352375,EpsilonGreedyBandit
0,1.5412442030166438,EpsilonGreedyBandit
2,2.0586770496219358,EpsilonGreedyBandit
0,1.60590675918239,EpsilonGreedyBandit
3,4.033064041600287,EpsilonGreedyBandit
3,3.700289969145736,EpsilonGreedyBandit
3,4.172672742318596,EpsilonGreedyBandit
2,2.9299528342229006,EpsilonGreedyBandit
2,3.6690067539712965,EpsilonGreedyBandit
1,1.0893393751888132,EpsilonGreedyBandit
0,-0.3651855789283096,EpsilonGreedyBandit
2,4.0295276711208,EpsilonGreedyBandit
2,2.2268583764848633,EpsilonGreedyBandit
3,4.583735549560423,EpsilonGreedyBandit
2,3.1440542305209536,EpsilonGreedyBandit
1,2.594953337195114,EpsilonGreedyBandit
2,3.030951621526958,EpsilonGreedyBandit
0,1.2589967937045181,EpsilonGreedyBandit
2,3.7077831965187062,EpsilonGreedyBandit
3,5.035346244565542,EpsilonGreedyBandit
3,5.445500694770191,EpsilonGreedyBandit
0,-0.037934216062292636,EpsilonGreedyBandit
3,3.938053265000124,EpsilonGreedyBandit
0,0.30560280658218986,EpsilonGreedyBandit
2,2.072896118378834,EpsilonGreedyBandit
1,1.664611212049412,EpsilonGreedyBandit
1,3.5150834096540997,EpsilonGreedyBandit
1,1.8568031144843,EpsilonGreedyBandit
0,2.7944136031649958,EpsilonGreedyBandit
0,0.8005778348715527,EpsilonGreedyBandit
3,4.163869085390699,EpsilonGreedyBandit
3,2.7128049570236428,EpsilonGreedyBandit
2,1.4156439504502076,EpsilonGreedyBandit
0,0.4814557583497565,EpsilonGreedyBandit
3,3.9409624215017103,EpsilonGreedyBandit
0,1.529269468446817,EpsilonGreedyBandit
3,3.964796872624027,EpsilonGreedyBandit
1,2.068803467996995,EpsilonGreedyBandit
0,2.786127350411342,EpsilonGreedyBandit
0,0.37316626798957186,EpsilonGreedyBandit
